-1,"Der er åbenbart ikke mange, der husker sidste gang, “hvis du har 12 minutter”, eller 100 løftebrud på 100 dage. ",-1,-1,-1,-1
-1,Folk vil bedrages🙄👈,-1,-1,-1,-1
0,Tja ..,0,0,0,0
0,"eftersom de vil hæve ydelser til gæster , og grænserne skal åbnes ..",0,0,0,0
0,hvil i fred Danmark,0,0,0,0
-1,"Det er da også fuldstændigt hægtet af virkeligheden, når Anders står og snakker om skattelettelser finansieret af nedskæringer i det offentlige... ",-1,-1,-2,-1
-1,"Jamen herre gud altså, hvilken planet lever han på? ",-1,-1,-1,-1
-1,"Det er ikke den samme, som alle vi andre, der er sikkert...",-1,-1,-1,0
-1,Håber virkelig at de kommer under spærregrænsen og ryger ud.,-1,0,-2,-1
0,Farvel Anders.. ,0,0,0,0
-1,Nu kan du ikke true dig til magt.. ,-1,-1,-1,-1
0,Men skal istedet sagligt redegøre for den.. ,-1,0,1,0
-1,Nøj jeg glæder mig til du r historie.. ,-1,-1,-1,-1
-1,Du blir aldrig statsmand i mine øjne... ,-1,-1,-2,-1
0,Aldrig..,0,0,0,-1
1,"Det er jo egentlig ret bekræftende, at vide grådigheden alligevel har grænser i Danmark. . .",-1,1,1,0
-1,"Så mangler vi bare lige at sætte fascisterne på plads, så ser fremtiden lidt mere lys ud, for alle ...",-1,-1,1,0
2,"Det er da dagens bedste nyhed, lad os håbe på, at det også bliver månedens (+ 5 dage) nyhed 👏🏼🙏",1,2,2,2
0,Kære Danskere! ,0,0,0,0
-1,"NU er det op på barrikaderne, og kæmp med alt I kan MOD Paludan og Vermund! ",0,-1,-2,-1
-1,"Aldrig, aldrig skal snæversynet og egoismen og fremmedhadet vinde i Danmark!",-1,-2,-2,-2
-1,DANMARK VÅGN OP.,0,-1,-1,-1
-1,Man bliver sku helt tom i hovedet. ,0,-1,-2,-1
0,"Når man hører et væsen, som Paludan fremføre, at personer med en bestemt IQ eller tro ikke har en eksistens berettigelse. ",0,0,0,-1
-2,De er bare affald.,-2,-2,-2,-1
-2,"Han er jo egentlig psykopat, da han opfylder næsten alle krav. ",-2,-2,-2,-1
0,Dog har han ikke vist voldelige tendenser.,1,0,1,0
-1,Kun opfordret og opildnet til vold.😢😢,-1,-1,-2,-1
-1,"Nu ved vi jo godt, at Løkke vil være statsminister for enhver pris, så hvis Paludan kommer i Folketinget og bliver tungen på vægtskålen, sååååå .................",-1,-1,0,-1
-1,Jeg fik også dårlig mave af ham strammeren,-1,-1,-2,-1
-1,Er det virkelig voksne mennesker der sidder og kommer med de her kommentarer😳,-1,-1,-1,-1
0,Vores unge mennesker opfører sig næsten bedre på de sociale medier🤔,0,-1,1,1
-2,Mediestunt af værste skuffe,-1,-2,-2,-2
0,Det vigtigste er at udbygge det bæredygtige samfund så vi kan redde jordens natur og menneskehedens fremtid.,0,0,0,0
1,God bedring 🥀 ,2,2,1,1
1,Jeg håber snart du er på benene igen og klar til at udfordre Lars Løkke. ,1,1,1,1
1,"Men når du gør det, så gør det med fokus på egen politik, med respekt for den anden part og ordentligt sprogbrug 👌 ",1,1,1,0
1,Jeg glæder mig til at sætte kryds Grundlovsdag 😊,2,2,1,1
0,politiet kørte de frivillige ungdomspolitikere et andet sted hen 🤔🤔 ,0,0,0,0
-1,og hvem har så vundet på deres adfærd??? 🤦‍♂️ ,0,-1,0,0
-2,politisk motiveret vold og trusler. ,-2,-2,-2,-1
-1,venstrefløjen kæfter op om nazisme.. ,-1,-2,-2,-1
-1,hvem er det lige der har mest brunskjorteadfærd efterhånden 🤔🤔🤦‍♂️,0,-2,-1,-1
0,"Al den kulturberigelse , det radikale venstre og venstrefløjen må gnide sig i hænderne 😲",0,-1,1,0
-1,"Husk nu, det er kun venstrefløjens og muggiernes demokrati der er god nok bare syndt at det også er deres politik, der får Danmark til at smuller væk. ",-1,-1,-1,-1
-1,Det eneste venstrefløjen og muggier kan er at tyge til vold. ,-2,-1,-1,-1
-2,Fucking små taber,-2,-2,-2,-2
-2,"Hører ingen steder hjemme at true folk med bål og brand uanset hvad parti de tilhører , hvis du ikke kan kæmpe med munden og argumenter, så bør folk sådan set bare holde kæften lukket.",-2,-2,-2,-2
-1,Så er der endnu Men DF der er krænket 🙄 ,-1,-1,-1,0
-2,"i skal sgu heller ikke hænge de grimme plakater op foran mit vindue, tænk at skulle få brækfornemmelser hver morgen 🤮🤮",-2,-2,-1,-1
-1,"Forkert ligefrem at true, man burde istedet forklare hende om DF`s idegrundlag for at stoppe hende...",-1,-2,-1,-1
